timestamp,node_id,target_node,latency_ms,rssi_dbm,packet_loss_pct,uptime_s,anomaly_label,anomaly_type
30,esp32_02,esp32_01,10.8,-25,0.0000,30,0,normal
30,esp32_02,esp32_03,9.0,-30,0.0000,30,0,normal
30,esp32_02,esp32_04,6.5,-33,0.0000,30,0,normal
30,esp32_03,esp32_01,14.5,-31,0.0000,30,0,normal
30,esp32_03,esp32_02,11.9,-32,0.0000,30,0,normal
30,esp32_03,esp32_04,12.4,-19,0.0000,30,0,normal
30,esp32_04,esp32_01,12.8,-28,0.0000,30,0,normal
30,esp32_04,esp32_02,9.7,-35,0.0000,30,0,normal
30,esp32_04,esp32_03,11.9,-22,0.0000,30,0,normal
35,esp32_01,esp32_02,7.1,-26,0.0000,35,0,normal
35,esp32_01,esp32_03,12.8,-28,0.0000,35,0,normal
35,esp32_01,esp32_04,10.3,-24,0.0000,35,0,normal
35,esp32_02,esp32_01,8.8,-27,0.0000,35,0,normal
35,esp32_02,esp32_03,9.5,-31,0.0000,35,0,normal
35,esp32_02,esp32_04,7.2,-30,0.0000,35,0,normal
35,esp32_03,esp32_01,13.2,-30,0.0000,35,0,normal
35,esp32_03,esp32_02,10.7,-34,0.0000,35,0,normal
35,esp32_03,esp32_04,12.1,-20,0.0000,35,0,normal
35,esp32_04,esp32_01,13.5,-29,0.0000,35,0,normal
35,esp32_04,esp32_02,10.5,-33,0.0000,35,0,normal
35,esp32_04,esp32_03,13.1,-21,0.0000,35,0,normal
40,esp32_01,esp32_02,8.0,-25,0.0000,40,0,normal
40,esp32_01,esp32_03,11.2,-29,0.0000,40,0,normal
40,esp32_01,esp32_04,9.0,-26,0.0000,40,0,normal
40,esp32_02,esp32_01,9.9,-25,0.0000,40,0,normal
40,esp32_02,esp32_03,10.5,-29,0.0000,40,0,normal
40,esp32_02,esp32_04,6.6,-34,0.0000,40,0,normal
40,esp32_03,esp32_01,14.8,-32,0.0000,40,0,normal
40,esp32_03,esp32_02,12.0,-33,0.0000,40,0,normal
40,esp32_03,esp32_04,10.9,-22,0.0000,40,0,normal
40,esp32_04,esp32_01,11.5,-30,0.0000,40,0,normal
40,esp32_04,esp32_02,9.0,-36,0.0000,40,0,normal
40,esp32_04,esp32_03,12.5,-23,0.0000,40,0,normal
45,esp32_01,esp32_02,7.9,-24,0.0000,45,0,normal
45,esp32_01,esp32_03,11.8,-27,0.0000,45,0,normal
45,esp32_01,esp32_04,9.7,-25,0.0000,45,0,normal
45,esp32_02,esp32_01,10.2,-26,0.0000,45,0,normal
45,esp32_02,esp32_03,9.3,-30,0.0000,45,0,normal
45,esp32_02,esp32_04,7.3,-32,0.0000,45,0,normal
45,esp32_03,esp32_01,13.0,-31,0.0000,45,0,normal
45,esp32_03,esp32_02,11.1,-31,0.0000,45,0,normal
45,esp32_03,esp32_04,11.9,-20,0.0000,45,0,normal
45,esp32_04,esp32_01,12.9,-28,0.0000,45,0,normal
45,esp32_04,esp32_02,10.8,-34,0.0000,45,0,normal
45,esp32_04,esp32_03,12.7,-22,0.0000,45,0,normal
50,esp32_01,esp32_02,6.9,-27,0.0000,50,0,normal
50,esp32_01,esp32_03,12.3,-30,0.0000,50,0,normal
50,esp32_01,esp32_04,10.1,-27,0.0000,50,0,normal
50,esp32_02,esp32_01,9.1,-27,0.0000,50,0,normal
50,esp32_02,esp32_03,10.0,-32,0.0000,50,0,normal
50,esp32_02,esp32_04,6.4,-33,0.0000,50,0,normal
50,esp32_03,esp32_01,14.2,-33,0.0000,50,0,normal
50,esp32_03,esp32_02,11.8,-34,0.0000,50,0,normal
50,esp32_03,esp32_04,12.2,-21,0.0000,50,0,normal
50,esp32_04,esp32_01,12.2,-30,0.0000,50,0,normal
50,esp32_04,esp32_02,9.9,-35,0.0000,50,0,normal
50,esp32_04,esp32_03,13.8,-24,0.0000,50,0,normal
55,esp32_01,esp32_02,8.2,-25,0.0000,55,0,normal
55,esp32_01,esp32_03,11.0,-28,0.0000,55,0,normal
55,esp32_01,esp32_04,9.2,-24,0.0000,55,0,normal
55,esp32_02,esp32_01,10.5,-24,0.0000,55,0,normal
55,esp32_02,esp32_03,8.8,-29,0.0000,55,0,normal
55,esp32_02,esp32_04,7.7,-31,0.0000,55,0,normal
55,esp32_03,esp32_01,13.8,-30,0.0000,55,0,normal
55,esp32_03,esp32_02,10.4,-32,0.0000,55,0,normal
55,esp32_03,esp32_04,11.3,-19,0.0000,55,0,normal
55,esp32_04,esp32_01,13.1,-29,0.0000,55,0,normal
55,esp32_04,esp32_02,10.2,-33,0.0000,55,0,normal
55,esp32_04,esp32_03,12.4,-21,0.0000,55,0,normal
60,esp32_01,esp32_02,7.5,-23,0.0000,60,0,normal
60,esp32_01,esp32_03,12.6,-29,0.0000,60,0,normal
60,esp32_01,esp32_04,8.9,-26,0.0000,60,0,normal
60,esp32_02,esp32_01,8.7,-26,0.0000,60,0,normal
60,esp32_02,esp32_03,9.6,-31,0.0000,60,0,normal
60,esp32_02,esp32_04,6.7,-34,0.0000,60,0,normal
60,esp32_03,esp32_01,14.6,-32,0.0000,60,0,normal
60,esp32_03,esp32_02,12.3,-33,0.0000,60,0,normal
60,esp32_03,esp32_04,11.8,-22,0.0000,60,0,normal
60,esp32_04,esp32_01,11.9,-31,0.0000,60,0,normal
60,esp32_04,esp32_02,9.3,-36,0.0000,60,0,normal
60,esp32_04,esp32_03,13.0,-23,0.0000,60,0,normal
65,esp32_01,esp32_02,6.3,-26,0.0000,65,0,normal
65,esp32_01,esp32_03,11.9,-30,0.0000,65,0,normal
65,esp32_01,esp32_04,10.4,-27,0.0000,65,0,normal
65,esp32_02,esp32_01,10.1,-27,0.0000,65,0,normal
65,esp32_02,esp32_03,9.2,-30,0.0000,65,0,normal
65,esp32_02,esp32_04,7.4,-32,0.0000,65,0,normal
65,esp32_03,esp32_01,13.3,-31,0.0000,65,0,normal
65,esp32_03,esp32_02,10.9,-34,0.0000,65,0,normal
65,esp32_03,esp32_04,12.5,-20,0.0000,65,0,normal
65,esp32_04,esp32_01,12.7,-28,0.0000,65,0,normal
65,esp32_04,esp32_02,11.0,-34,0.0000,65,0,normal
65,esp32_04,esp32_03,13.4,-22,0.0000,65,0,normal
70,esp32_01,esp32_02,8.3,-24,0.0000,70,0,normal
70,esp32_01,esp32_03,10.5,-28,0.0000,70,0,normal
70,esp32_01,esp32_04,9.3,-25,0.0000,70,0,normal
70,esp32_02,esp32_01,9.8,-25,0.0000,70,0,normal
70,esp32_02,esp32_03,11.2,-29,0.0000,70,0,normal
70,esp32_02,esp32_04,8.1,-33,0.0000,70,0,normal
70,esp32_03,esp32_01,14.0,-32,0.0000,70,0,normal
70,esp32_03,esp32_02,11.6,-32,0.0000,70,0,normal
70,esp32_03,esp32_04,10.7,-21,0.0000,70,0,normal
70,esp32_04,esp32_01,13.3,-29,0.0000,70,0,normal
70,esp32_04,esp32_02,10.1,-35,0.0000,70,0,normal
70,esp32_04,esp32_03,12.0,-24,0.0000,70,0,normal
75,esp32_01,esp32_02,7.8,-27,0.0000,75,0,normal
75,esp32_01,esp32_03,13.2,-29,0.0000,75,0,normal
75,esp32_01,esp32_04,8.5,-24,0.0000,75,0,normal
75,esp32_02,esp32_01,9.0,-26,0.0000,75,0,normal
75,esp32_02,esp32_03,8.7,-31,0.0000,75,0,normal
75,esp32_02,esp32_04,6.8,-30,0.0000,75,0,normal
75,esp32_03,esp32_01,15.1,-30,0.0000,75,0,normal
75,esp32_03,esp32_02,12.4,-33,0.0000,75,0,normal
75,esp32_03,esp32_04,12.9,-19,0.0000,75,0,normal
75,esp32_04,esp32_01,11.6,-30,0.0000,75,0,normal
75,esp32_04,esp32_02,10.6,-34,0.0000,75,0,normal
75,esp32_04,esp32_03,13.7,-21,0.0000,75,0,normal
80,esp32_01,esp32_02,6.6,-25,0.0000,80,0,normal
80,esp32_01,esp32_03,11.1,-27,0.0000,80,0,normal
80,esp32_01,esp32_04,9.6,-26,0.0000,80,0,normal
80,esp32_02,esp32_01,10.3,-24,0.0000,80,0,normal
80,esp32_02,esp32_03,9.9,-30,0.0000,80,0,normal
80,esp32_02,esp32_04,7.9,-32,0.0000,80,0,normal
80,esp32_03,esp32_01,13.6,-31,0.0000,80,0,normal
80,esp32_03,esp32_02,10.2,-34,0.0000,80,0,normal
80,esp32_03,esp32_04,11.0,-22,0.0000,80,0,normal
80,esp32_04,esp32_01,12.4,-28,0.0000,80,0,normal
80,esp32_04,esp32_02,9.5,-33,0.0000,80,0,normal
80,esp32_04,esp32_03,12.1,-23,0.0000,80,0,normal
85,esp32_01,esp32_02,7.4,-23,0.0000,85,0,normal
85,esp32_01,esp32_03,12.4,-28,0.0000,85,0,normal
85,esp32_01,esp32_04,10.0,-27,0.0000,85,0,normal
85,esp32_02,esp32_01,8.9,-27,0.0000,85,0,normal
85,esp32_02,esp32_03,9.4,-29,0.0000,85,0,normal
85,esp32_02,esp32_04,7.1,-34,0.0000,85,0,normal
85,esp32_03,esp32_01,14.3,-33,0.0000,85,0,normal
85,esp32_03,esp32_02,11.3,-31,0.0000,85,0,normal
85,esp32_03,esp32_04,12.6,-20,0.0000,85,0,normal
85,esp32_04,esp32_01,13.9,-29,0.0000,85,0,normal
85,esp32_04,esp32_02,10.7,-35,0.0000,85,0,normal
85,esp32_04,esp32_03,11.8,-22,0.0000,85,0,normal
90,esp32_01,esp32_02,8.1,-26,0.0000,90,0,normal
90,esp32_01,esp32_03,11.7,-30,0.0000,90,0,normal
90,esp32_01,esp32_04,9.4,-25,0.0000,90,0,normal
90,esp32_02,esp32_01,9.6,-26,0.0000,90,0,normal
90,esp32_02,esp32_03,10.4,-32,0.0000,90,0,normal
90,esp32_02,esp32_04,6.3,-31,0.0000,90,0,normal
90,esp32_03,esp32_01,14.9,-32,0.0000,90,0,normal
90,esp32_03,esp32_02,12.2,-32,0.0000,90,0,normal
90,esp32_03,esp32_04,11.5,-21,0.0000,90,0,normal
90,esp32_04,esp32_01,11.3,-30,0.0000,90,0,normal
90,esp32_04,esp32_02,9.8,-34,0.0000,90,0,normal
90,esp32_04,esp32_03,13.6,-24,0.0000,90,0,normal
95,esp32_01,esp32_02,6.4,-24,0.0000,95,0,normal
95,esp32_01,esp32_03,12.9,-27,0.0000,95,0,normal
95,esp32_01,esp32_04,8.8,-24,0.0000,95,0,normal
95,esp32_02,esp32_01,10.6,-25,0.0000,95,0,normal
95,esp32_02,esp32_03,8.5,-30,0.0000,95,0,normal
95,esp32_02,esp32_04,7.6,-33,0.0000,95,0,normal
95,esp32_03,esp32_01,13.1,-31,0.0000,95,0,normal
95,esp32_03,esp32_02,10.0,-34,0.0000,95,0,normal
95,esp32_03,esp32_04,11.2,-19,0.0000,95,0,normal
95,esp32_04,esp32_01,12.6,-28,0.0000,95,0,normal
95,esp32_04,esp32_02,11.1,-36,0.0000,95,0,normal
95,esp32_04,esp32_03,12.9,-21,0.0000,95,0,normal
100,esp32_01,esp32_02,7.7,-27,0.0000,100,0,normal
100,esp32_01,esp32_03,10.9,-29,0.0000,100,0,normal
100,esp32_01,esp32_04,10.2,-26,0.0000,100,0,normal
100,esp32_02,esp32_01,9.2,-27,0.0000,100,0,normal
100,esp32_02,esp32_03,11.4,-31,0.0000,100,0,normal
100,esp32_02,esp32_04,6.9,-32,0.0000,100,0,normal
100,esp32_03,esp32_01,14.4,-30,0.0000,100,0,normal
100,esp32_03,esp32_02,11.7,-33,0.0000,100,0,normal
100,esp32_03,esp32_04,12.3,-22,0.0000,100,0,normal
100,esp32_04,esp32_01,13.4,-29,0.0000,100,0,normal
100,esp32_04,esp32_02,10.3,-33,0.0000,100,0,normal
100,esp32_04,esp32_03,13.2,-23,0.0000,100,0,normal
105,esp32_01,esp32_02,8.4,-25,0.0000,105,0,normal
105,esp32_01,esp32_03,12.2,-28,0.0000,105,0,normal
105,esp32_01,esp32_04,9.9,-25,0.0000,105,0,normal
105,esp32_02,esp32_01,10.0,-24,0.0000,105,0,normal
105,esp32_02,esp32_03,9.7,-29,0.0000,105,0,normal
105,esp32_02,esp32_04,7.2,-34,0.0000,105,0,normal
105,esp32_03,esp32_01,13.7,-32,0.0000,105,0,normal
105,esp32_03,esp32_02,10.6,-32,0.0000,105,0,normal
105,esp32_03,esp32_04,11.6,-20,0.0000,105,0,normal
105,esp32_04,esp32_01,12.0,-30,0.0000,105,0,normal
105,esp32_04,esp32_02,9.4,-35,0.0000,105,0,normal
105,esp32_04,esp32_03,13.9,-24,0.0000,105,0,normal
110,esp32_01,esp32_02,6.0,-23,0.0000,110,0,normal
110,esp32_01,esp32_03,11.4,-30,0.0000,110,0,normal
110,esp32_01,esp32_04,10.6,-27,0.0000,110,0,normal
110,esp32_02,esp32_01,10.4,-26,0.0000,110,0,normal
110,esp32_02,esp32_03,8.6,-30,0.0000,110,0,normal
110,esp32_02,esp32_04,6.6,-31,0.0000,110,0,normal
110,esp32_03,esp32_01,15.0,-33,0.0000,110,0,normal
110,esp32_03,esp32_02,12.5,-34,0.0000,110,0,normal
110,esp32_03,esp32_04,10.5,-21,0.0000,110,0,normal
110,esp32_04,esp32_01,11.7,-28,0.0000,110,0,normal
110,esp32_04,esp32_02,9.6,-33,0.0000,110,0,normal
110,esp32_04,esp32_03,12.8,-22,0.0000,110,0,normal
115,esp32_01,esp32_02,7.6,-26,0.0000,115,0,normal
115,esp32_01,esp32_03,10.7,-28,0.0000,115,0,normal
115,esp32_01,esp32_04,9.1,-24,0.0000,115,0,normal
115,esp32_02,esp32_01,8.3,-27,0.0000,115,0,normal
115,esp32_02,esp32_03,10.3,-31,0.0000,115,0,normal
115,esp32_02,esp32_04,7.5,-32,0.0000,115,0,normal
115,esp32_03,esp32_01,14.7,-31,0.0000,115,0,normal
115,esp32_03,esp32_02,11.2,-31,0.0000,115,0,normal
115,esp32_03,esp32_04,12.7,-19,0.0000,115,0,normal
115,esp32_04,esp32_01,13.3,-29,0.0000,115,0,normal
115,esp32_04,esp32_02,10.9,-34,0.0000,115,0,normal
115,esp32_04,esp32_03,11.4,-23,0.0000,115,0,normal
120,esp32_01,esp32_02,8.6,-24,0.0000,120,0,normal
120,esp32_01,esp32_03,12.7,-27,0.0000,120,0,normal
120,esp32_01,esp32_04,8.7,-26,0.0000,120,0,normal
120,esp32_02,esp32_01,9.5,-25,0.0000,120,0,normal
120,esp32_02,esp32_03,9.1,-29,0.0000,120,0,normal
120,esp32_02,esp32_04,6.5,-33,0.0000,120,0,normal
120,esp32_03,esp32_01,13.4,-30,0.0000,120,0,normal
120,esp32_03,esp32_02,10.1,-33,0.0000,120,0,normal
120,esp32_03,esp32_04,11.1,-22,0.0000,120,0,normal
120,esp32_04,esp32_01,12.2,-30,0.0000,120,0,normal
120,esp32_04,esp32_02,9.9,-36,0.0000,120,0,normal
120,esp32_04,esp32_03,13.1,-21,0.0000,120,0,normal
125,esp32_01,esp32_02,6.7,-27,0.0000,125,0,normal
125,esp32_01,esp32_03,11.6,-29,0.0000,125,0,normal
125,esp32_01,esp32_04,10.3,-27,0.0000,125,0,normal
125,esp32_02,esp32_01,10.7,-26,0.0000,125,0,normal
125,esp32_02,esp32_03,8.4,-32,0.0000,125,0,normal
125,esp32_02,esp32_04,7.8,-30,0.0000,125,0,normal
125,esp32_03,esp32_01,13.9,-32,0.0000,125,0,normal
125,esp32_03,esp32_02,11.9,-32,0.0000,125,0,normal
125,esp32_03,esp32_04,12.4,-20,0.0000,125,0,normal
125,esp32_04,esp32_01,11.8,-28,0.0000,125,0,normal
125,esp32_04,esp32_02,10.4,-35,0.0000,125,0,normal
125,esp32_04,esp32_03,12.6,-24,0.0000,125,0,normal
130,esp32_01,esp32_02,7.3,-25,0.0000,130,0,normal
130,esp32_01,esp32_03,12.0,-28,0.0000,130,0,normal
130,esp32_01,esp32_04,9.2,-25,0.0000,130,0,normal
130,esp32_02,esp32_01,9.7,-27,0.0000,130,0,normal
130,esp32_02,esp32_03,10.6,-30,0.0000,130,0,normal
130,esp32_02,esp32_04,7.0,-34,0.0000,130,0,normal
130,esp32_03,esp32_01,14.2,-31,0.0000,130,0,normal
130,esp32_03,esp32_02,11.8,-34,0.0000,130,0,normal
130,esp32_03,esp32_04,10.8,-21,0.0000,130,0,normal
130,esp32_04,esp32_01,12.5,-29,0.0000,130,0,normal
130,esp32_04,esp32_02,9.2,-33,0.0000,130,0,normal
130,esp32_04,esp32_03,13.5,-22,0.0000,130,0,normal
135,esp32_01,esp32_02,8.2,-23,0.0000,135,0,normal
135,esp32_01,esp32_03,10.4,-27,0.0000,135,0,normal
135,esp32_01,esp32_04,9.5,-26,0.0000,135,0,normal
135,esp32_02,esp32_01,8.5,-24,0.0000,135,0,normal
135,esp32_02,esp32_03,9.3,-29,0.0000,135,0,normal
135,esp32_02,esp32_04,6.1,-31,0.0000,135,0,normal
135,esp32_03,esp32_01,15.3,-33,0.0000,135,0,normal
135,esp32_03,esp32_02,12.1,-33,0.0000,135,0,normal
135,esp32_03,esp32_04,11.7,-19,0.0000,135,0,normal
135,esp32_04,esp32_01,13.6,-30,0.0000,135,0,normal
135,esp32_04,esp32_02,10.5,-34,0.0000,135,0,normal
135,esp32_04,esp32_03,12.2,-23,0.0000,135,0,normal
140,esp32_01,esp32_02,6.9,-26,0.0000,140,0,normal
140,esp32_01,esp32_03,12.5,-30,0.0000,140,0,normal
140,esp32_01,esp32_04,8.8,-24,0.0000,140,0,normal
140,esp32_02,esp32_01,10.2,-26,0.0000,140,0,normal
140,esp32_02,esp32_03,9.9,-31,0.0000,140,0,normal
140,esp32_02,esp32_04,7.7,-32,0.0000,140,0,normal
140,esp32_03,esp32_01,13.1,-30,0.0000,140,0,normal
140,esp32_03,esp32_02,10.3,-34,0.0000,140,0,normal
140,esp32_03,esp32_04,12.9,-22,0.0000,140,0,normal
140,esp32_04,esp32_01,12.8,-28,0.0000,140,0,normal
140,esp32_04,esp32_02,9.7,-36,0.0000,140,0,normal
140,esp32_04,esp32_03,13.8,-21,0.0000,140,0,normal
145,esp32_01,esp32_02,7.5,-25,0.0000,145,0,normal
145,esp32_01,esp32_03,11.3,-29,0.0000,145,0,normal
145,esp32_01,esp32_04,9.4,-27,0.0000,145,0,normal
145,esp32_02,esp32_01,9.4,-25,0.0000,145,0,normal
145,esp32_02,esp32_03,8.7,-30,0.0000,145,0,normal
145,esp32_02,esp32_04,6.4,-33,0.0000,145,0,normal
145,esp32_03,esp32_01,14.5,-32,0.0000,145,0,normal
145,esp32_03,esp32_02,11.6,-32,0.0000,145,0,normal
145,esp32_03,esp32_04,11.4,-20,0.0000,145,0,normal
145,esp32_04,esp32_01,13.0,-29,0.0000,145,0,normal
145,esp32_04,esp32_02,10.1,-35,0.0000,145,0,normal
145,esp32_04,esp32_03,12.7,-24,0.0000,145,0,normal
150,esp32_01,esp32_02,7.9,-24,0.0000,150,0,normal
150,esp32_01,esp32_03,12.2,-28,0.0000,150,0,normal
150,esp32_01,esp32_04,9.7,-25,0.0000,150,0,normal
150,esp32_02,esp32_01,10.0,-27,0.0000,150,0,normal
150,esp32_02,esp32_03,10.5,-29,0.0000,150,0,normal
150,esp32_02,esp32_04,7.3,-31,0.0000,150,0,normal
150,esp32_03,esp32_01,13.8,-31,0.0000,150,0,normal
150,esp32_03,esp32_02,12.2,-33,0.0000,150,0,normal
150,esp32_03,esp32_04,12.0,-21,0.0000,150,0,normal
150,esp32_04,esp32_01,12.1,-30,0.0000,150,0,normal
150,esp32_04,esp32_02,9.3,-34,0.0000,150,0,normal
150,esp32_04,esp32_03,11.9,-22,0.0000,150,0,normal
155,esp32_01,esp32_02,6.5,-27,0.0000,155,0,normal
155,esp32_01,esp32_03,10.9,-30,0.0000,155,0,normal
155,esp32_01,esp32_04,10.1,-26,0.0000,155,0,normal
155,esp32_02,esp32_01,9.1,-26,0.0000,155,0,normal
155,esp32_02,esp32_03,9.6,-31,0.0000,155,0,normal
155,esp32_02,esp32_04,6.2,-34,0.0000,155,0,normal
155,esp32_03,esp32_01,14.9,-33,0.0000,155,0,normal
155,esp32_03,esp32_02,11.1,-34,0.0000,155,0,normal
155,esp32_03,esp32_04,10.6,-19,0.0000,155,0,normal
155,esp32_04,esp32_01,11.5,-28,0.0000,155,0,normal
155,esp32_04,esp32_02,10.6,-36,0.0000,155,0,normal
155,esp32_04,esp32_03,13.3,-23,0.0000,155,0,normal
160,esp32_01,esp32_02,8.3,-23,0.0000,160,0,normal
160,esp32_01,esp32_03,11.1,-27,0.0000,160,0,normal
160,esp32_01,esp32_04,9.9,-24,0.0000,160,0,normal
160,esp32_02,esp32_01,8.6,-24,0.0000,160,0,normal
160,esp32_02,esp32_03,8.9,-30,0.0000,160,0,normal
160,esp32_02,esp32_04,7.1,-32,0.0000,160,0,normal
160,esp32_03,esp32_01,13.3,-30,0.0000,160,0,normal
160,esp32_03,esp32_02,10.4,-31,0.0000,160,0,normal
160,esp32_03,esp32_04,11.8,-22,0.0000,160,0,normal
160,esp32_04,esp32_01,12.3,-29,0.0000,160,0,normal
160,esp32_04,esp32_02,9.9,-33,0.0000,160,0,normal
160,esp32_04,esp32_03,12.5,-21,0.0000,160,0,normal
165,esp32_01,esp32_02,7.0,-26,0.0000,165,0,normal
165,esp32_01,esp32_03,12.4,-29,0.0000,165,0,normal
165,esp32_01,esp32_04,8.9,-27,0.0000,165,0,normal
165,esp32_02,esp32_01,10.1,-27,0.0000,165,0,normal
165,esp32_02,esp32_03,9.2,-32,0.0000,165,0,normal
165,esp32_02,esp32_04,7.6,-30,0.0000,165,0,normal
165,esp32_03,esp32_01,14.0,-32,0.0000,165,0,normal
165,esp32_03,esp32_02,11.5,-32,0.0000,165,0,normal
165,esp32_03,esp32_04,12.1,-20,0.0000,165,0,normal
165,esp32_04,esp32_01,13.7,-28,0.0000,165,0,normal
165,esp32_04,esp32_02,10.9,-35,0.0000,165,0,normal
165,esp32_04,esp32_03,12.4,-24,0.0000,165,0,normal
170,esp32_01,esp32_02,6.1,-25,0.0000,170,0,normal
170,esp32_01,esp32_03,11.7,-28,0.0000,170,0,normal
170,esp32_01,esp32_04,9.3,-25,0.0000,170,0,normal
170,esp32_02,esp32_01,10.3,-25,0.0000,170,0,normal
170,esp32_02,esp32_03,10.0,-29,0.0000,170,0,normal
170,esp32_02,esp32_04,6.7,-33,0.0000,170,0,normal
170,esp32_03,esp32_01,14.1,-31,0.0000,170,0,normal
170,esp32_03,esp32_02,12.0,-34,0.0000,170,0,normal
170,esp32_03,esp32_04,10.9,-21,0.0000,170,0,normal
170,esp32_04,esp32_01,12.9,-30,0.0000,170,0,normal
170,esp32_04,esp32_02,9.4,-33,0.0000,170,0,normal
170,esp32_04,esp32_03,13.0,-22,0.0000,170,0,normal
175,esp32_01,esp32_02,7.4,-24,0.0000,175,0,normal
175,esp32_01,esp32_03,10.6,-27,0.0000,175,0,normal
175,esp32_01,esp32_04,10.4,-26,0.0000,175,0,normal
175,esp32_02,esp32_01,9.0,-26,0.0000,175,0,normal
175,esp32_02,esp32_03,9.5,-30,0.0000,175,0,normal
175,esp32_02,esp32_04,7.2,-31,0.0000,175,0,normal
175,esp32_03,esp32_01,15.2,-33,0.0000,175,0,normal
175,esp32_03,esp32_02,12.3,-33,0.0000,175,0,normal
175,esp32_03,esp32_04,11.3,-19,0.0000,175,0,normal
175,esp32_04,esp32_01,11.9,-29,0.0000,175,0,normal
175,esp32_04,esp32_02,9.6,-34,0.0000,175,0,normal
175,esp32_04,esp32_03,13.1,-23,0.0000,175,0,normal
